PATCO,AGELVLT,WORKSCHT,SALLVLT,CNT,AGELVLTMagnitude,WORKSCHTMagnitude,SALLVLTMagnitude
1,45-49,F - Full-time Nonseasonal,"$90,000 - $99,999",203,21059,46662,14905
4,50-54,F-Full-time Nonseasonal,"$40,000 - $49,999",203,24493,154131,29706
2,50-54,F - Full-time Nonseasonal,"$50,000 - $59,999",203,24493,46662,25502
4,40-44,I-Intermittent Nonseasonal,"$20,000 - $29,999",203,19462,13683,26970
1,30-34,I-Intermittent Nonseasonal,"$20,000 - $29,999",203,26878,13683,26970
2,55-59,F-Full-time Nonseasonal,"$180,000 or more",202,30359,154131,3065
1,55-59,F - Full-time Nonseasonal,"$110,000 - $119,999",202,30359,46662,8683
1,30-34,F - Full-time Nonseasonal,"$90,000 - $99,999",202,26878,46662,14905
2,65 or more,F-Full-time Nonseasonal,"$50,000 - $59,999",201,21557,154131,25502
2,60-64,F-Full-time Nonseasonal,"$140,000 - $149,999",201,28247,154131,2587
1,40-44,F - Full-time Nonseasonal,"$70,000 - $79,999",201,19462,46662,19003
1,50-54,F - Full-time Nonseasonal,"$70,000 - $79,999",200,24493,46662,19003
1,30-34,F-Full-time Nonseasonal,"$100,000 - $109,999",200,26878,154131,10369
5,35-39,F-Full-time Nonseasonal,"$40,000 - $49,999",199,21648,154131,29706
6,45-49,F - Full-time Nonseasonal,"$50,000 - $59,999",198,21059,46662,25502
1,35-39,F - Full-time Nonseasonal,"$90,000 - $99,999",198,21648,46662,14905
2,40-44,F-Full-time Nonseasonal,"$40,000 - $49,999",198,19462,154131,29706
3,60-64,F-Full-time Nonseasonal,"$70,000 - $79,999",197,28247,154131,19003
4,55-59,I-Intermittent Nonseasonal,"$30,000 - $39,999",197,30359,13683,40789
1,55-59,F - Full-time Nonseasonal,"$70,000 - $79,999",197,30359,46662,19003
2,40-44,F - Full-time Nonseasonal,"$50,000 - $59,999",196,19462,46662,25502
1,35-39,F - Full-time Nonseasonal,"$80,000 - $89,999",196,21648,46662,14182
1,50-54,F - Full-time Nonseasonal,"$80,000 - $89,999",195,24493,46662,14182
6,30-34,F - Full-time Nonseasonal,"$50,000 - $59,999",193,26878,46662,25502
5,50-54,F-Full-time Nonseasonal,"$50,000 - $59,999",193,24493,154131,25502
2,60-64,F - Full-time Nonseasonal,"$80,000 - $89,999",191,28247,46662,14182
3,25-29,F - Full-time Nonseasonal,"$40,000 - $49,999",189,24507,46662,29706
1,30-34,F-Full-time Nonseasonal,"$20,000 - $29,999",188,26878,154131,26970
2,45-49,F - Full-time Nonseasonal,"$50,000 - $59,999",188,21059,46662,25502
2,40-44,F-Full-time Nonseasonal,"$110,000 - $119,999",188,19462,154131,8683
3,50-54,F - Full-time Nonseasonal,"$30,000 - $39,999",188,24493,46662,40789
1,55-59,F - Full-time Nonseasonal,"$80,000 - $89,999",186,30359,46662,14182
2,30-34,F-Full-time Nonseasonal,"$110,000 - $119,999",185,26878,154131,8683
2,30-34,F-Full-time Nonseasonal,"$100,000 - $109,999",185,26878,154131,10369
1,25-29,F - Full-time Nonseasonal,"$70,000 - $79,999",185,24507,46662,19003
6,55-59,F-Full-time Nonseasonal,"$20,000 - $29,999",184,30359,154131,26970
2,35-39,F - Full-time Nonseasonal,"$100,000 - $109,999",184,21648,46662,10369
1,45-49,F - Full-time Nonseasonal,"$80,000 - $89,999",184,21059,46662,14182
5,30-34,F-Full-time Nonseasonal,"$50,000 - $59,999",184,26878,154131,25502
4,30-34,P-Part-time Nonseasonal,"$30,000 - $39,999",183,26878,10928,40789
2,50-54,F - Full-time Nonseasonal,"$130,000 - $139,999",182,24493,46662,5096
3,45-49,F - Full-time Nonseasonal,"$30,000 - $39,999",182,21059,46662,40789
6,25-29,F-Full-time Nonseasonal,"$20,000 - $29,999",182,24507,154131,26970
1,65 or more,F-Full-time Nonseasonal,"$160,000 - $169,999",181,21557,154131,1603
2,45-49,F-Full-time Nonseasonal,"$120,000 - $129,999",181,21059,154131,5366
1,35-39,F-Full-time Nonseasonal,"$100,000 - $109,999",181,21648,154131,10369
3,30-34,P-Part-time Nonseasonal,"$30,000 - $39,999",180,26878,10928,40789
1,40-44,F - Full-time Nonseasonal,"$80,000 - $89,999",180,19462,46662,14182
1,60-64,F-Full-time Nonseasonal,"$140,000 - $149,999",180,28247,154131,2587
6,60-64,F-Full-time Nonseasonal,"$70,000 - $79,999",179,28247,154131,19003
5,25-29,P-Part-time Nonseasonal,"$20,000 - $29,999",179,24507,10928,26970
2,55-59,F-Full-time Nonseasonal,"$160,000 - $169,999",178,30359,154131,1603
2,45-49,F-Full-time Nonseasonal,"$40,000 - $49,999",176,21059,154131,29706
6,30-34,F-Full-time Nonseasonal,"$20,000 - $29,999",176,26878,154131,26970
1,35-39,F-Full-time Nonseasonal,"$110,000 - $119,999",176,21648,154131,8683
6,35-39,F-Full-time Nonseasonal,"$60,000 - $69,999",175,21648,154131,19480
1,35-39,J-Intermittent Seasonal,"Less than $20,000",174,21648,1668,1961
2,25-29,F - Full-time Nonseasonal,"$60,000 - $69,999",174,24507,46662,19480
4,45-49,F-Full-time Nonseasonal,"$40,000 - $49,999",174,21059,154131,29706
4,45-49,F-Full-time Nonseasonal,"$20,000 - $29,999",174,21059,154131,26970
6,Less than 20,F-Full-time Nonseasonal,"$20,000 - $29,999",173,2541,154131,26970
3,55-59,F-Full-time Nonseasonal,"$70,000 - $79,999",172,30359,154131,19003
5,20-24,I-Intermittent Nonseasonal,"$30,000 - $39,999",171,15279,13683,40789
4,50-54,F-Full-time Nonseasonal,"$20,000 - $29,999",171,24493,154131,26970
3,50-54,F-Full-time Nonseasonal,"$60,000 - $69,999",171,24493,154131,19480
1,40-44,F - Full-time Nonseasonal,"$90,000 - $99,999",170,19462,46662,14905
4,25-29,P-Part-time Nonseasonal,"$20,000 - $29,999",169,24507,10928,26970
3,35-39,F - Full-time Nonseasonal,"$50,000 - $59,999",169,21648,46662,25502
1,50-54,F-Full-time Nonseasonal,"$110,000 - $119,999",169,24493,154131,8683
4,35-39,F-Full-time Nonseasonal,"$40,000 - $49,999",168,21648,154131,29706
2,45-49,F - Full-time Nonseasonal,"$120,000 - $129,999",168,21059,46662,5366
1,35-39,F - Full-time Nonseasonal,"$60,000 - $69,999",167,21648,46662,19480
3,30-34,I-Intermittent Nonseasonal,"$30,000 - $39,999",167,26878,13683,40789
1,55-59,F-Full-time Nonseasonal,"$140,000 - $149,999",166,30359,154131,2587
4,35-39,I-Intermittent Nonseasonal,"$20,000 - $29,999",166,21648,13683,26970
3,20-24,P-Part-time Nonseasonal,"$20,000 - $29,999",165,15279,10928,26970
4,55-59,F-Full-time Nonseasonal,"$20,000 - $29,999",165,30359,154131,26970
2,60-64,F - Full-time Nonseasonal,"$100,000 - $109,999",165,28247,46662,10369
1,25-29,F-Full-time Nonseasonal,"$90,000 - $99,999",164,24507,154131,14905
3,25-29,I-Intermittent Nonseasonal,"$30,000 - $39,999",164,24507,13683,40789
6,35-39,F - Full-time Nonseasonal,"$50,000 - $59,999",163,21648,46662,25502
1,50-54,F - Full-time Nonseasonal,"$120,000 - $129,999",163,24493,46662,5366
1,45-49,F - Full-time Nonseasonal,"$100,000 - $109,999",163,21059,46662,10369
2,40-44,F - Full-time Nonseasonal,"$110,000 - $119,999",162,19462,46662,8683
1,30-34,J-Intermittent Seasonal,"Less than $20,000",162,26878,1668,1961
6,60-64,F-Full-time Nonseasonal,"$20,000 - $29,999",162,28247,154131,26970
4,30-34,I-Intermittent Nonseasonal,"$20,000 - $29,999",161,26878,13683,26970
1,50-54,F-Full-time Nonseasonal,"$150,000 - $159,999",161,24493,154131,4567
2,25-29,F - Full-time Nonseasonal,"$70,000 - $79,999",161,24507,46662,19003
1,65 or more,F-Full-time Nonseasonal,"$60,000 - $69,999",160,21557,154131,19480
1,45-49,F-Full-time Nonseasonal,"$50,000 - $59,999",159,21059,154131,25502
3,55-59,F - Full-time Nonseasonal,"$60,000 - $69,999",159,30359,46662,19480
4,30-34,F-Full-time Nonseasonal,"$40,000 - $49,999",158,26878,154131,29706
1,40-44,F - Full-time Nonseasonal,"$100,000 - $109,999",158,19462,46662,10369
3,25-29,F-Full-time Nonseasonal,"$50,000 - $59,999",157,24507,154131,25502
4,50-54,I-Intermittent Nonseasonal,"$30,000 - $39,999",156,24493,13683,40789
6,50-54,F-Full-time Nonseasonal,"$20,000 - $29,999",155,24493,154131,26970
6,45-49,F-Full-time Nonseasonal,"$20,000 - $29,999",155,21059,154131,26970
1,40-44,F - Full-time Nonseasonal,"$60,000 - $69,999",155,19462,46662,19480
6,40-44,F - Full-time Nonseasonal,"$50,000 - $59,999",154,19462,46662,25502
2,55-59,F - Full-time Nonseasonal,"$120,000 - $129,999",154,30359,46662,5366
2,25-29,F-Full-time Nonseasonal,"$90,000 - $99,999",154,24507,154131,14905
6,50-54,F - Full-time Nonseasonal,"$60,000 - $69,999",153,24493,46662,19480
3,40-44,F-Full-time Nonseasonal,"$20,000 - $29,999",153,19462,154131,26970
5,25-29,P-Part-time Nonseasonal,"$30,000 - $39,999",153,24507,10928,40789
1,40-44,J-Intermittent Seasonal,"Less than $20,000",153,19462,1668,1961
1,60-64,F - Full-time Nonseasonal,"$100,000 - $109,999",153,28247,46662,10369
1,50-54,F - Full-time Nonseasonal,"$150,000 - $159,999",152,24493,46662,4567
2,60-64,F - Full-time Nonseasonal,"$110,000 - $119,999",152,28247,46662,8683
2,25-29,F - Full-time Nonseasonal,"$50,000 - $59,999",151,24507,46662,25502
2,50-54,F-Full-time Nonseasonal,"$40,000 - $49,999",151,24493,154131,29706
1,45-49,F-Full-time Nonseasonal,"$100,000 - $109,999",151,21059,154131,10369
3,30-34,F - Full-time Nonseasonal,"$50,000 - $59,999",150,26878,46662,25502
3,55-59,F-Full-time Nonseasonal,"$20,000 - $29,999",150,30359,154131,26970
2,65 or more,I-Intermittent Nonseasonal,"$70,000 - $79,999",149,21557,13683,19003
2,25-29,F-Full-time Nonseasonal,"$80,000 - $89,999",149,24507,154131,14182
2,55-59,F-Full-time Nonseasonal,"$170,000 - $179,999",149,30359,154131,945
5,20-24,I-Intermittent Nonseasonal,"$20,000 - $29,999",149,15279,13683,26970
1,25-29,J-Intermittent Seasonal,"Less than $20,000",148,24507,1668,1961
2,40-44,F-Full-time Nonseasonal,"$30,000 - $39,999",147,19462,154131,40789
1,45-49,F - Full-time Nonseasonal,"$110,000 - $119,999",146,21059,46662,8683
3,45-49,F-Full-time Nonseasonal,"$20,000 - $29,999",145,21059,154131,26970
3,65 or more,F-Full-time Nonseasonal,"$20,000 - $29,999",145,21557,154131,26970
1,35-39,F - Full-time Nonseasonal,"$100,000 - $109,999",145,21648,46662,10369
1,55-59,F - Full-time Nonseasonal,"$150,000 - $159,999",144,30359,46662,4567
1,25-29,F - Full-time Nonseasonal,"$60,000 - $69,999",144,24507,46662,19480
3,50-54,F - Full-time Nonseasonal,"$60,000 - $69,999",143,24493,46662,19480
2,50-54,F-Full-time Nonseasonal,"$140,000 - $149,999",143,24493,154131,2587
2,55-59,F - Full-time Nonseasonal,"$50,000 - $59,999",143,30359,46662,25502
1,55-59,F-Full-time Nonseasonal,"$180,000 or more",143,30359,154131,3065
3,65 or more,F-Full-time Nonseasonal,"$70,000 - $79,999",142,21557,154131,19003
1,40-44,F-Full-time Nonseasonal,"$100,000 - $109,999",142,19462,154131,10369
3,20-24,P-Part-time Nonseasonal,"$30,000 - $39,999",142,15279,10928,40789
4,30-34,G-Full-time Seasonal,"$20,000 - $29,999",142,26878,4991,26970
3,50-54,F-Full-time Nonseasonal,"$20,000 - $29,999",141,24493,154131,26970
4,25-29,G-Full-time Seasonal,"$20,000 - $29,999",141,24507,4991,26970
1,35-39,I-Intermittent Nonseasonal,"$20,000 - $29,999",141,21648,13683,26970
2,35-39,F-Full-time Nonseasonal,"$30,000 - $39,999",141,21648,154131,40789
4,60-64,F-Full-time Nonseasonal,"$20,000 - $29,999",141,28247,154131,26970
2,45-49,F-Full-time Nonseasonal,"$130,000 - $139,999",141,21059,154131,5096
6,40-44,F-Full-time Nonseasonal,"$60,000 - $69,999",141,19462,154131,19480
4,20-24,P-Part-time Nonseasonal,"$20,000 - $29,999",140,15279,10928,26970
1,45-49,F - Full-time Nonseasonal,"$60,000 - $69,999",140,21059,46662,19480
2,55-59,F-Full-time Nonseasonal,"$30,000 - $39,999",140,30359,154131,40789
1,50-54,F - Full-time Nonseasonal,"$130,000 - $139,999",139,24493,46662,5096
6,25-29,F-Full-time Nonseasonal,"$60,000 - $69,999",139,24507,154131,19480
2,45-49,F - Full-time Nonseasonal,"$130,000 - $139,999",139,21059,46662,5096
5,25-29,F-Full-time Nonseasonal,"$50,000 - $59,999",139,24507,154131,25502
4,30-34,P-Part-time Nonseasonal,"$20,000 - $29,999",139,26878,10928,26970
5,55-59,F-Full-time Nonseasonal,"$50,000 - $59,999",138,30359,154131,25502
1,30-34,F-Full-time Nonseasonal,"$110,000 - $119,999",138,26878,154131,8683
3,55-59,F - Full-time Nonseasonal,"$30,000 - $39,999",138,30359,46662,40789
4,45-49,I-Intermittent Nonseasonal,"$30,000 - $39,999",135,21059,13683,40789
4,30-34,F - Full-time Nonseasonal,"$30,000 - $39,999",135,26878,46662,40789
6,55-59,F - Full-time Nonseasonal,"$60,000 - $69,999",134,30359,46662,19480
1,60-64,F - Full-time Nonseasonal,"$90,000 - $99,999",134,28247,46662,14905
2,40-44,F-Full-time Nonseasonal,"$120,000 - $129,999",134,19462,154131,5366
1,60-64,F-Full-time Nonseasonal,"$160,000 - $169,999",134,28247,154131,1603
2,60-64,F - Full-time Nonseasonal,"$60,000 - $69,999",133,28247,46662,19480
4,40-44,F-Full-time Nonseasonal,"$40,000 - $49,999",132,19462,154131,29706
6,50-54,F-Full-time Nonseasonal,"$70,000 - $79,999",132,24493,154131,19003
4,20-24,I-Intermittent Nonseasonal,"$20,000 - $29,999",132,15279,13683,26970
4,40-44,P-Part-time Nonseasonal,"$30,000 - $39,999",132,19462,10928,40789
3,60-64,F-Full-time Nonseasonal,"$20,000 - $29,999",131,28247,154131,26970
1,50-54,F-Full-time Nonseasonal,"$50,000 - $59,999",131,24493,154131,25502
1,40-44,F-Full-time Nonseasonal,"$110,000 - $119,999",130,19462,154131,8683
3,35-39,G-Full-time Seasonal,"$30,000 - $39,999",130,21648,4991,40789
2,45-49,F-Full-time Nonseasonal,"$30,000 - $39,999",129,21059,154131,40789
1,30-34,F - Full-time Nonseasonal,"$50,000 - $59,999",129,26878,46662,25502
1,60-64,F - Full-time Nonseasonal,"$80,000 - $89,999",128,28247,46662,14182
5,Less than 20,P-Part-time Nonseasonal,"$20,000 - $29,999",128,2541,10928,26970
2,55-59,F - Full-time Nonseasonal,"$130,000 - $139,999",128,30359,46662,5096
3,45-49,F-Full-time Nonseasonal,"$60,000 - $69,999",128,21059,154131,19480
4,50-54,F - Full-time Nonseasonal,"$30,000 - $39,999",127,24493,46662,40789
4,35-39,F - Full-time Nonseasonal,"$30,000 - $39,999",127,21648,46662,40789
1,60-64,F - Full-time Nonseasonal,"$70,000 - $79,999",127,28247,46662,19003
5,40-44,F-Full-time Nonseasonal,"$40,000 - $49,999",127,19462,154131,29706
5,30-34,F-Full-time Nonseasonal,"$20,000 - $29,999",126,26878,154131,26970
3,65 or more,P-Part-time Nonseasonal,"$30,000 - $39,999",126,21557,10928,40789
2,65 or more,F-Full-time Nonseasonal,"$140,000 - $149,999",125,21557,154131,2587
4,50-54,F - Full-time Nonseasonal,"$40,000 - $49,999",125,24493,46662,29706
2,50-54,F - Full-time Nonseasonal,"$150,000 - $159,999",124,24493,46662,4567
5,45-49,F-Full-time Nonseasonal,"$30,000 - $39,999",124,21059,154131,40789
1,40-44,F-Full-time Nonseasonal,"$180,000 or more",124,19462,154131,3065
6,35-39,F - Full-time Nonseasonal,"$40,000 - $49,999",123,21648,46662,29706
6,50-54,F - Full-time Nonseasonal,"$40,000 - $49,999",123,24493,46662,29706
3,65 or more,F - Full-time Nonseasonal,"$50,000 - $59,999",123,21557,46662,25502
1,50-54,F - Full-time Nonseasonal,"$60,000 - $69,999",123,24493,46662,19480
1,45-49,F-Full-time Nonseasonal,"$110,000 - $119,999",123,21059,154131,8683
4,65 or more,F-Full-time Nonseasonal,"$20,000 - $29,999",123,21557,154131,26970
6,30-34,F - Full-time Nonseasonal,"$40,000 - $49,999",122,26878,46662,29706
5,35-39,F-Full-time Nonseasonal,"$50,000 - $59,999",122,21648,154131,25502
6,25-29,F - Full-time Nonseasonal,"$50,000 - $59,999",122,24507,46662,25502
3,45-49,F - Full-time Nonseasonal,"$60,000 - $69,999",121,21059,46662,19480
6,60-64,F - Full-time Nonseasonal,"$50,000 - $59,999",121,28247,46662,25502
2,65 or more,F-Full-time Nonseasonal,"$30,000 - $39,999",121,21557,154131,40789
1,45-49,J-Intermittent Seasonal,"Less than $20,000",121,21059,1668,1961
4,65 or more,P-Part-time Nonseasonal,"$30,000 - $39,999",121,21557,10928,40789
4,25-29,I-Intermittent Nonseasonal,"$20,000 - $29,999",120,24507,13683,26970
1,30-34,F - Full-time Nonseasonal,"$100,000 - $109,999",120,26878,46662,10369
4,60-64,F-Full-time Nonseasonal,"$50,000 - $59,999",120,28247,154131,25502
4,40-44,F - Full-time Nonseasonal,"$30,000 - $39,999",120,19462,46662,40789
1,60-64,F - Full-time Nonseasonal,"$110,000 - $119,999",120,28247,46662,8683
4,35-39,P-Part-time Nonseasonal,"$20,000 - $29,999",120,21648,10928,26970
6,55-59,F-Full-time Nonseasonal,"$80,000 - $89,999",118,30359,154131,14182
1,35-39,F - Full-time Nonseasonal,"$110,000 - $119,999",118,21648,46662,8683
6,55-59,F - Full-time Nonseasonal,"$40,000 - $49,999",118,30359,46662,29706
3,60-64,F-Full-time Nonseasonal,"$80,000 - $89,999",117,28247,154131,14182
1,65 or more,P-Part-time Nonseasonal,"$180,000 or more",117,21557,10928,3065
1,65 or more,F-Full-time Nonseasonal,"$140,000 - $149,999",117,21557,154131,2587
3,35-39,P-Part-time Nonseasonal,"$30,000 - $39,999",116,21648,10928,40789
4,55-59,F - Full-time Nonseasonal,"$40,000 - $49,999",116,30359,46662,29706
1,55-59,F - Full-time Nonseasonal,"$130,000 - $139,999",116,30359,46662,5096
4,35-39,P-Part-time Nonseasonal,"$30,000 - $39,999",116,21648,10928,40789
3,25-29,I-Intermittent Nonseasonal,"$20,000 - $29,999",116,24507,13683,26970
6,40-44,F-Full-time Nonseasonal,"$20,000 - $29,999",115,19462,154131,26970
2,45-49,F-Full-time Nonseasonal,"$150,000 - $159,999",115,21059,154131,4567
2,20-24,F-Full-time Nonseasonal,"$50,000 - $59,999",114,15279,154131,25502
6,35-39,F-Full-time Nonseasonal,"$20,000 - $29,999",114,21648,154131,26970
5,40-44,F-Full-time Nonseasonal,"$30,000 - $39,999",114,19462,154131,40789
2,65 or more,I-Intermittent Nonseasonal,Unspecified or Zero,113,21557,13683,1350
4,50-54,P-Part-time Nonseasonal,"$30,000 - $39,999",113,24493,10928,40789
6,Less than 20,F-Full-time Nonseasonal,"$30,000 - $39,999",112,2541,154131,40789
1,60-64,F - Full-time Nonseasonal,"$150,000 - $159,999",112,28247,46662,4567
1,35-39,F-Full-time Nonseasonal,"$40,000 - $49,999",112,21648,154131,29706
6,45-49,F - Full-time Nonseasonal,"$40,000 - $49,999",112,21059,46662,29706
1,25-29,P-Part-time Nonseasonal,"$50,000 - $59,999",112,24507,10928,25502
1,65 or more,I-Intermittent Nonseasonal,"$130,000 - $139,999",111,21557,13683,5096
3,60-64,P-Part-time Nonseasonal,"$30,000 - $39,999",111,28247,10928,40789
2,35-39,F-Full-time Nonseasonal,"$120,000 - $129,999",111,21648,154131,5366
4,55-59,P-Part-time Nonseasonal,"$30,000 - $39,999",111,30359,10928,40789
6,45-49,F - Full-time Nonseasonal,"$60,000 - $69,999",110,21059,46662,19480
1,45-49,F - Full-time Nonseasonal,"$120,000 - $129,999",110,21059,46662,5366
4,60-64,P-Part-time Nonseasonal,"$30,000 - $39,999",110,28247,10928,40789
4,45-49,P-Part-time Nonseasonal,"$30,000 - $39,999",110,21059,10928,40789
1,50-54,F - Full-time Nonseasonal,"$140,000 - $149,999",109,24493,46662,2587
1,55-59,F - Full-time Nonseasonal,"$120,000 - $129,999",109,30359,46662,5366
2,50-54,F-Full-time Nonseasonal,"$170,000 - $179,999",108,24493,154131,945
1,40-44,F - Full-time Nonseasonal,"$110,000 - $119,999",108,19462,46662,8683
2,40-44,F-Full-time Nonseasonal,"$130,000 - $139,999",107,19462,154131,5096
1,45-49,F-Full-time Nonseasonal,"$180,000 or more",107,21059,154131,3065
1,25-29,F - Full-time Nonseasonal,"$50,000 - $59,999",107,24507,46662,25502
1,55-59,F - Full-time Nonseasonal,"$180,000 or more",106,30359,46662,3065
5,50-54,F-Full-time Nonseasonal,"$60,000 - $69,999",106,24493,154131,19480
2,50-54,F-Full-time Nonseasonal,"$160,000 - $169,999",106,24493,154131,1603
4,40-44,P-Part-time Nonseasonal,"$20,000 - $29,999",105,19462,10928,26970
2,20-24,F-Full-time Nonseasonal,"$20,000 - $29,999",105,15279,154131,26970
2,60-64,F-Full-time Nonseasonal,"$30,000 - $39,999",105,28247,154131,40789
1,40-44,I-Intermittent Nonseasonal,"$20,000 - $29,999",105,19462,13683,26970
6,60-64,F - Full-time Nonseasonal,"$40,000 - $49,999",104,28247,46662,29706
3,40-44,G-Full-time Seasonal,"$30,000 - $39,999",104,19462,4991,40789
2,55-59,F-Full-time Nonseasonal,"$40,000 - $49,999",102,30359,154131,29706
4,45-49,F - Full-time Nonseasonal,"$30,000 - $39,999",102,21059,46662,40789
2,65 or more,F - Full-time Nonseasonal,"$90,000 - $99,999",102,21557,46662,14905
3,50-54,P-Part-time Nonseasonal,"$30,000 - $39,999",102,24493,10928,40789
4,35-39,G-Full-time Seasonal,"$20,000 - $29,999",102,21648,4991,26970
3,55-59,F-Full-time Nonseasonal,"$80,000 - $89,999",102,30359,154131,14182
3,40-44,I-Intermittent Nonseasonal,"$30,000 - $39,999",102,19462,13683,40789
2,35-39,F - Full-time Nonseasonal,"$110,000 - $119,999",101,21648,46662,8683
2,45-49,F-Full-time Nonseasonal,"$140,000 - $149,999",101,21059,154131,2587
2,60-64,F-Full-time Nonseasonal,"$160,000 - $169,999",101,28247,154131,1603
1,35-39,F-Full-time Nonseasonal,"$120,000 - $129,999",100,21648,154131,5366
3,45-49,P-Part-time Nonseasonal,"$30,000 - $39,999",100,21059,10928,40789
2,65 or more,I-Intermittent Nonseasonal,"$50,000 - $59,999",100,21557,13683,25502
3,40-44,F-Full-time Nonseasonal,"$60,000 - $69,999",99,19462,154131,19480
1,60-64,F - Full-time Nonseasonal,"$180,000 or more",98,28247,46662,3065
1,55-59,F - Full-time Nonseasonal,"$60,000 - $69,999",98,30359,46662,19480
2,60-64,F - Full-time Nonseasonal,"$130,000 - $139,999",98,28247,46662,5096
4,55-59,G-Full-time Seasonal,"$20,000 - $29,999",98,30359,4991,26970
2,40-44,F - Full-time Nonseasonal,"$120,000 - $129,999",98,19462,46662,5366
4,40-44,I-Intermittent Nonseasonal,"$30,000 - $39,999",98,19462,13683,40789
